name,ra,dec,redshift,note
WISEA J005104.70+154721.1,12.7696855,15.7892054,0.4,
WISEA J005104.79-170149.5,12.7699923,-17.0304405,0.4,
WISEA J002439.79+155356.3,6.1658272,15.8989812,0.4,
J002441.45+554708.3      ,6.1727197,55.7856568,0.4,
J001641.52-253036.2      ,4.1730053,-25.5100655,0.4,
WISEA J000551.76+154136.5,1.4658385,15.6935191,0.4,
WISEA J010900.26+414147.4,17.2512048,41.6964837,0.4,
J010906.88+280221.3      ,17.2786846,28.0392554,0.4,
WISEA J000839.74+345343.1,2.1656183,34.895306,0.4,
J005055.56+511120.3      ,12.7315279,51.1889915,0.4,
WISEA J005055.64-185145.4,12.7318323,-18.8626427,0.4,
SDSS J005056.60+225815.8 ,12.7358407,22.9710622,0.4,
SDSS J005057.67-092255.2 ,12.7403378,-9.3820056,0.4,
WISEA J005058.54-042049.5,12.7439271,-4.3470991,0.4,
J005059.28+594607.7      ,12.7470061,59.7688131,0.4,
WISEA J005048.70+223239.0,12.7029825,22.5441856,0.4,
WISEA J005049.22+444751.4,12.7051054,44.7975661,0.4,
WISEA J005052.10-203748.7,12.7170702,-20.6302097,0.4,
WISEA J002449.18-070147.9,6.2049892,-7.0300059,0.4,
J002506.58-020253.5      ,6.2774341,-2.0482119,0.4,
WISEA J005042.52+010730.6,12.6771861,1.1251646,0.4,
J005925.57+414612.3      ,14.8565576,41.7700964,0.4,
SDSS J001629.02-105710.1 ,4.1209392,-10.9528322,0.4,
WISEA J001635.60+032544.0,4.1483535,3.4288952,0.4,
WISEA J005911.23+120653.8,14.7967643,12.1149443,0.4,
WISEA J005044.60-165659.6,12.6858512,-16.9499122,0.4,
WISEA J005048.00+434011.5,12.7000012,43.669897,0.4,
WISEA J000347.93+152020.4,0.9497027,15.3389988,0.4,
WISEA J011105.71+433431.3,17.773827,43.5753663,0.4,
WISEA J011105.73+272005.5,17.7738773,27.3348721,0.4,
WISEA J011109.29+652949.4,17.7882365,65.4971351,0.4,
WISEA J005928.78+225741.5,14.8699256,22.9615386,0.4,
WISEA J005930.62+170725.0,14.8775551,17.123607,0.4,
WISEA J005931.55+092855.9,14.881493,9.4822331,0.4,
J005931.94+353551.0      ,14.8831223,35.5975172,0.4,
WISEA J001629.08+843912.0,4.1208636,84.6533769,0.4,
WISEA J005924.49+154305.7,14.8520811,15.7182592,0.4,
WISEA J011111.46-112852.0,17.7977859,-11.4811443,0.4,
WISEA J005048.09+161521.3,12.7003925,16.2559296,0.4,
WISEA J005048.42+314512.7,12.7017762,31.7535499,0.4,
WISEA J005048.70+002723.3,12.702919,0.4564979,0.4,
J005035.72+445133.5      ,12.6488435,44.859327,0.4,
WISEA J000840.31+191209.5,2.1680029,19.2026391,0.4,
WISEA J005938.02-194725.5,14.9084601,-19.7904141,0.4,
WISEA J001621.25-022907.2,4.0885427,-2.4852994,0.4,
WISEA J010908.26-124749.2,17.2844286,-12.7969908,0.4,
WISEA J010854.53-135628.2,17.2271863,-13.941179,0.4,
WISEA J010855.73+101912.4,17.2322228,10.3201288,0.4,
WISEA J010631.39+245352.9,16.6308298,24.8980579,0.4,
WISEA J000552.93-084104.5,1.4705964,-8.6843985,0.4,
WISEA J003808.19+184158.6,9.534145,18.6996385,0.4,
WISEA J002516.69-212105.8,6.3195589,-21.351649,0.4,
WISEA J002519.49-132535.3,6.3312653,-13.426459,0.4,
WISEA J002528.17+432832.6,6.3674039,43.4757432,0.4,
WISEA J002528.91-104952.3,6.3704986,-10.831236,0.4,
WISEA J005025.69-043805.6,12.6070702,-4.6348961,0.4,
WISEA J005025.89-021945.6,12.6079222,-2.3293605,0.4,
WISEA J000342.91+423906.4,0.9288049,42.6517806,0.4,
WISEA J011113.34-023147.3,17.8056488,-2.5298188,0.4,
WISEA J002535.98-252006.1,6.3999438,-25.3350849,0.4,
WISEA J002539.52+103810.6,6.4147221,10.6362627,0.4,
WISEA J001611.36-160940.9,4.0473394,-16.1613364,0.4,
WISEA J005944.19+200120.6,14.934151,20.0224021,0.4,
WISEA J005944.32+593305.4,14.9347393,59.551536,0.4,
WISEA J003809.80+032805.2,9.540903,3.468149,0.4,
WISEA J005004.58+513425.5,12.5191118,51.5737727,0.4,
WISEA J005008.52+140144.3,12.5355001,14.0290161,0.4,
WISEA J005011.69-045435.3,12.5487439,-4.9098111,0.4,
WISEA J003913.74+302219.2,9.8072791,30.3720148,0.4,
WISEA J003635.15+251252.9,9.1464768,25.2146951,0.4,
WISEA J003814.35+180138.6,9.5598035,18.0273983,0.4,
WISEA J011438.01-180752.2,18.6583588,-18.1311215,0.4,
WISEA J011440.19+293322.7,18.6674627,29.5562603,0.4,
SDSS J000041.11-070657.6 ,0.1713316,-7.1160035,0.4,
WISEA J000042.22+063955.0,0.1759424,6.6652832,0.4,
WISEA J010551.68+322056.6,16.4653474,32.3490782,0.4,
WISEA J010709.51+100037.9,16.7896737,10.010512,0.4,
J010656.93+011337.6      ,16.7372292,1.2271141,0.4,
SDSS J003635.33+184402.8 ,9.1471958,18.7341264,0.4,
WISEA J003641.22+563641.8,9.1717533,56.6116307,0.4,
SDSS J003908.28-091039.6 ,9.7845335,-9.1776791,0.4,
WISEA J004959.62+023012.9,12.4984418,2.5036481,0.4,
SDSS J005000.08+111002.2 ,12.5003586,11.1672888,0.4,
WISEA J005000.26+221847.1,12.5011056,22.3130996,0.4,
WISEA J005002.65+384801.6,12.5112946,38.8007237,0.4,
WISEA J005949.03+121032.2,14.9543217,12.1756159,0.4,
J005951.14+042953.1      ,14.9630907,4.4981083,0.4,
WISEA J010845.90+450112.0,17.1909618,45.0198097,0.4,
J010848.30+181150.5      ,17.201277,18.1973662,0.4,
J005003.44+404415.6      ,12.5143421,40.7376718,0.4,
WISEA J002545.80+471711.8,6.4408644,47.2866276,0.4,
WISEA J002548.93+085152.0,6.4538558,8.864488,0.4,
WISEA J002549.79-124109.5,6.4574287,-12.685943,0.4,
WISEA J002555.95+115214.4,6.4831469,11.8706854,0.4,
WISEA J000335.19-103038.6,0.8966096,-10.5107347,0.4,
WISEA J000336.32-175605.9,0.9013681,-17.9349726,0.4,
SDSS J000336.97+001153.1 ,0.9040598,0.1981148,0.4,
WISEA J005955.90+133229.8,14.982958,13.5416438,0.4,
WISEA J005959.18-092906.5,14.9968002,-9.4852533,0.4,
WISEA J001550.57+033545.4,3.9607559,3.5959703,0.4,
WISEA J001600.35+733811.9,4.0019564,73.6366304,0.4,
WISEA J003744.38+505143.1,9.434942,50.8619873,0.4,
WISEA J002605.11+275436.1,6.5213221,27.9100185,0.4,
WISEA J002608.77-011413.9,6.5365829,-1.2371732,0.4,
WISEA J004935.39+233346.6,12.3974897,23.562914,0.4,
WISEA J004935.91+802554.0,12.3996509,80.4316925,0.4,
WISEA J004930.68-142535.7,12.3778843,-14.4265762,0.4,
WISEA J002610.92+820624.3,6.5457099,82.1067665,0.4,
WISEA J002612.96+170348.7,6.553993,17.063565,0.4,
J010950.42+491620.1      ,17.4600865,49.2722568,0.4,
WISEA J011126.86+505120.2,17.8619682,50.855668,0.4,
WISEA J000331.89-140308.5,0.8828664,-14.052403,0.4,
WISEA J001545.52+460348.4,3.9396873,46.0634624,0.4,
WISEA J001548.40+072835.0,3.9516702,7.4763944,0.4,
WISEA J010003.86-050648.7,15.0161178,-5.1135233,0.4,
WISEA J010004.04-220540.3,15.0169595,-22.0945915,0.4,
WISEA J003800.01+154521.8,9.5000286,15.7561092,0.4,
WISEA J002616.85+043040.9,6.5701922,4.511425,0.4,
WISEA J002617.79-175311.5,6.5740563,-17.8866021,0.4,
WISEA J004919.68-052049.3,12.3320929,-5.3471092,0.4,
WISEA J004922.52+151839.9,12.3437786,15.3110504,0.4,
J004909.30-220411.8      ,12.2887527,-22.0699719,0.4,
WISEA J001538.39-172120.0,3.9099785,-17.3555976,0.4,
WISEA J001539.01+282120.0,3.9125323,28.3555666,0.4,
WISEA J001541.61+092437.5,3.9234063,9.4104329,0.4,
3HSPJ001541.9+121845     ,3.9244417,12.3126046,0.4,
WISEA J010006.77+151652.5,15.0281654,15.2812938,0.4,
SDSS J001542.82+170656.0 ,3.9284244,17.1155567,0.4,
SDSS J001544.88+170528.8 ,3.9370027,17.0913582,0.4,
WISEA J004910.15+795953.4,12.2923212,79.9981936,0.4,
WISEA J004910.44+190836.5,12.2935222,19.1435024,0.4,
J002626.04+171116.3      ,6.6085242,17.1878856,0.4,
WISEA J002632.84+301748.5,6.6368363,30.2968137,0.4,
WISEA J011502.25+384301.5,18.7593842,38.7170945,0.4,
WISEA J004902.13-173840.7,12.2589111,-17.6446633,0.4,
SDSS J004903.72+222717.9 ,12.2655144,22.4549828,0.4,
WISEA J011502.33-271501.8,18.759733,-27.2505535,0.4,
WISEA J001537.19+173513.2,3.9049616,17.5870258,0.4,
WISEA J000013.20+272843.1,0.0550189,27.4786251,0.4,
WISEA J000602.85-182254.4,1.511901,-18.3818,0.4,
J010838.82+132627.6      ,17.1617663,13.4410036,0.4,
J010838.93+003103.4      ,17.1622276,0.5176158,0.4,
SDSS J010841.06+145311.9 ,17.171093,14.8866453,0.4,
WISEA J010841.69+290913.6,17.1737581,29.1538144,0.4,
WISEA J002633.39-091936.8,6.6391418,-9.3269073,0.4,
WISEA J002635.55+165044.7,6.6481423,16.8457249,0.4,
WISEA J002637.96-055639.5,6.6581135,-5.9442897,0.4,
J004855.78-244707.0      ,12.2324452,-24.7852932,0.4,
WISEA J004857.65-252354.3,12.240237,-25.3984281,0.4,
WISEA J002642.30-201210.8,6.6762815,-20.20298,0.4,
WISEA J011148.27+063118.6,17.9511453,6.5218485,0.4,
J011148.45+225312.4      ,17.9519071,22.8867875,0.4,
WISEA J011149.47+155906.5,17.9561352,15.9851524,0.4,
WISEA J011135.58+294020.9,17.8982402,29.6724609,0.4,
WISEA J000012.89-100743.7,0.0537088,-10.1288986,0.4,
WISEA J011140.97+212425.0,17.9207097,21.4069451,0.4,
WISEA J000323.82+164214.3,0.8492614,16.7039624,0.4,
WISEA J000325.28-110133.4,0.8554562,-11.0259995,0.4,
J002644.13+034555.6      ,6.6838836,3.7654702,0.4,
WISEA J001535.86+805738.4,3.8993762,80.9606827,0.4,
WISEA J010020.86+422053.0,15.0869564,42.3480755,0.4,
J010026.40+515700.0      ,15.1100302,51.950001,0.4,
WISEA J002646.49-143612.4,6.6936784,-14.6033831,0.4,
WISEA J002650.54+222637.4,6.7105986,22.4437397,0.4,
SDSS J003940.89-093454.5 ,9.9203837,-9.5818333,0.4,
WISEA J003941.21+154339.2,9.92161,15.7277842,0.4,
WISEA J003941.76+275424.7,9.9240284,27.9068792,0.4,
J003930.18+414639.4      ,9.8757722,41.7776346,0.4,
J003935.35+485506.2      ,9.8973307,48.9184009,0.4,
WISEA J010554.71+303926.0,16.4779642,30.6572375,0.4,
WISEA J010549.66+073233.0,16.4568797,7.5425425,0.4,
WISEA J000926.75+534543.3,2.3614848,53.7620245,0.4,
WISEA J010536.93+171709.3,16.4039166,17.2859162,0.4,
WISEA J003927.32-121157.6,9.863871,-12.1993729,0.4,
J003928.29-000909.1      ,9.8678983,-0.1525421,0.4,
WISEA J003630.42+134816.8,9.126767,13.8046835,0.4,
WISEA J003632.25+550633.7,9.1343551,55.1093856,0.4,
WISEA J002652.54-171702.3,6.7189253,-17.2839865,0.4,
WISEA J002652.83+254240.9,6.7201771,25.7112707,0.4,
WISEA J004845.74-272153.5,12.1906308,-27.3649063,0.4,
WISEA J002659.68+422512.8,6.748668,42.420259,0.4,
WISEA J000835.82+232244.8,2.149266,23.3791324,0.4,
SDSS J010034.16+271916.8 ,15.1423378,27.3213387,0.4,
WISEA J010034.66+491006.4,15.1444134,49.16848,0.4,
HS 0012+3719             ,3.8628224,37.60695,0.4,
WISEA J001530.41+081826.7,3.8767383,8.3074268,0.4,
WISEA J011500.32+200058.4,18.7513566,20.0162446,0.4,
WISEA J001956.58-092619.1,4.9857593,-9.4387264,0.4,
WISEA J004837.28+163123.2,12.1553419,16.5229995,0.4,
WISEA J004838.45+292627.9,12.1602786,29.4411465,0.4,
WISEA J002704.30-071243.3,6.7679459,-7.2120594,0.4,
WISEA J004827.21+403010.6,12.1133759,40.5029685,0.4,
WISEA J004833.99-055445.5,12.1415848,-5.9126578,0.4,
WISEA J002708.79+350123.8,6.7866019,35.0232809,0.4,
WISEA J002709.02-095647.5,6.787603,-9.9465209,0.4,
WISEA J002710.45-134253.9,6.7935812,-13.7149542,0.4,
WISEA J000320.79-070555.9,0.8366541,-7.0988405,0.4,
WISEA J000003.60+442911.7,0.0150176,44.4865477,0.4,
J000608.02-010617.0      ,1.5334211,-1.1047423,0.4,
WISEA J000609.00+021649.9,1.5375387,2.2805948,0.4,
SDSS J000610.92+261803.8 ,1.5455025,26.3010506,0.4,
WISEA J000612.00-265526.7,1.550031,-26.9240924,0.4,
WISEA J002714.87-171123.6,6.8119779,-17.1899003,0.4,
WISEA J002717.59-135027.7,6.8233463,-13.8410503,0.4,
SDSS J002720.33+170544.6 ,6.8347171,17.0957496,0.4,
WISEA J004819.52-220341.7,12.08136,-22.0615931,0.4,
WISEA J004821.66-063534.4,12.0902759,-6.5929055,0.4,
SDSS J004824.01+400518.2 ,12.1000227,40.0883908,0.4,
WISEA J000501.44+094815.4,1.2559817,9.804308,0.4,
WISEA J002720.92-135709.3,6.8371248,-13.9525707,0.4,
WISEA J002728.48-172655.1,6.8687377,-17.4486866,0.4,
WISEA J002729.06-175151.2,6.8710914,-17.8642235,0.4,
WISEA J002729.91-235534.8,6.8746569,-23.9263431,0.4,
WISEA J002730.15+502539.0,6.8756796,50.4275103,0.4,
J002732.30-114047.5      ,6.8845903,-11.6798724,0.4,
WISEA J010045.30-032211.4,15.1887512,-3.3698792,0.4,
WISEA J001517.20+024544.3,3.8216701,2.7623019,0.4,
WISEA J010035.56-230556.4,15.1481674,-23.0990262,0.4,
WISEA J001524.31+492519.2,3.8512858,49.4220275,0.4,
J004804.82+315326.3      ,12.0200882,31.8906453,0.4,
WISEA J004805.09+511534.0,12.0210452,51.259412,0.4,
SDSS J004806.31+411741.3 ,12.0263269,41.2948302,0.4,
WISEA J004809.24+401516.2,12.038455,40.254527,0.4,
WISEA J004800.02+110029.7,12.0000856,11.0082643,0.4,
WISEA J004800.25+430000.8,12.0010606,43.0001721,0.4,
WISEA J004800.34-274639.0,12.0014225,-27.7775195,0.4,
WISEA J004800.68+070511.4,12.0028511,7.0865147,0.4,
J004800.81+853510.8      ,12.0033902,85.5863355,0.4,
SDSS J001502.67+171959.2 ,3.7611527,17.3331375,0.4,
WISEA J010042.40-094121.9,15.1767241,-9.6894029,0.4,
WISEA J004801.36+272530.9,12.0057016,27.4252623,0.4,
WISEA J004802.22+371658.9,12.0091877,37.2830009,0.4,
WISEA J004803.18+172654.4,12.0133167,17.448459,0.4,
WISEA J002734.92+072453.3,6.8954972,7.414868,0.4,
WISEA J002737.94+030545.5,6.9081038,3.0959916,0.4,
WISEA J004752.96-203754.9,11.9707043,-20.631919,0.4,
WISEA J004756.43+093029.0,11.9851696,9.5080807,0.4,
WISEA J004757.31+710959.9,11.9888406,71.1666163,0.4,
SDSS J000308.75+042108.6 ,0.7864951,4.3524362,0.4,
WISEA J011152.01+061214.7,17.9667218,6.2040995,0.4,
WISEA J011152.36+441816.0,17.968277,44.3043747,0.4,
WISEA J010053.83+460611.8,15.2244797,46.1033058,0.4,
SDSS J010055.80+174210.7 ,15.232522,17.7029839,0.4,
WISEA J010059.41-072503.4,15.2475758,-7.4175927,0.4,
WISEA J001458.67+042550.9,3.7445283,4.4308114,0.4,
WISEA J001459.00-273949.0,3.7458414,-27.663613,0.4,
WISEA J002745.07+330411.1,6.9378199,33.0697676,0.4,
WISEA J004748.34+255855.2,11.9513833,25.9819755,0.4,
J004751.45-250324.2      ,11.9644093,-25.0567257,0.4,
WISEA J004752.08-264128.4,11.9670271,-26.691218,0.4,
WISEA J004752.22+141347.0,11.9675814,14.2297653,0.4,
WISEA J002747.38-170638.1,6.9474151,-17.1105908,0.4,
WISEA J010100.79-245704.7,15.2533298,-24.9513358,0.4,
WISEA J010104.11-160057.0,15.2671324,-16.0158493,0.4,
WISEA J001444.67-230312.1,3.686148,-23.0533532,0.4,
SDSS J001448.37-070100.1 ,3.7015429,-7.0167108,0.4,
WISEA J000616.65-024033.1,1.5694255,-2.6758633,0.4,
WISEA J010824.63+115156.7,17.1026152,11.865742,0.4,
WISEA J010827.15+121422.0,17.1131374,12.2394459,0.4,
WISEA J002748.98-213035.7,6.9540929,-21.5099321,0.4,
WISEA J002750.48+320143.1,6.9602907,32.0286484,0.4,
J004741.24-053811.9      ,11.9218345,-5.6366432,0.4,
WISEA J011201.90+212912.4,18.0079204,21.4867893,0.4,
WISEA J011203.86-195441.2,18.0160399,-19.9113501,0.4,
WISEA J004743.87+225712.5,11.9328147,22.9536397,0.4,
WISEA J004733.32+340950.4,11.8888397,34.1640015,0.4,
WISEA J004734.44+090743.7,11.8935163,9.1288119,0.4,
WISEA J004735.15-075532.7,11.8965183,-7.9257647,0.4,
J002805.79-131055.5      ,7.0241273,-13.182088,0.4,
WISEA J010112.79+444023.4,15.3033145,44.6731799,0.4,
1RXS J001442.2+580201    ,3.6755307,58.0336782,0.4,
WISEA J002805.96-082131.4,7.0248297,-8.3587535,0.4,
WISEA J004724.62-152937.5,11.8526139,-15.4937549,0.4,
WISEA J004724.65-162426.1,11.852725,-16.407256,0.4,
WISEA J004729.79-063805.2,11.87416,-6.6348309,0.4,
WISEA J002812.91+380514.9,7.0539009,38.0874717,0.4,
J000619.67-133644.7      ,1.5819944,-13.6124346,0.4,
J000621.68-061439.8      ,1.5903477,-6.244406,0.4,
WISEA J000622.44-263019.9,1.5935266,-26.5055224,0.4,
WISEA J000627.83-251644.0,1.6159757,-25.2789151,0.4,
J002815.82+271338.3      ,7.0659424,27.22732,0.4,
WISEA J002816.03+233504.7,7.0667776,23.58443,0.4,
J004717.30+040620.0      ,11.8221114,4.1055604,0.4,
WISEA J004719.32-260853.4,11.8305389,-26.1482177,0.4,
WISEA J004720.21+321518.2,11.8342285,32.255075,0.4,
WISEA J002816.35+293407.6,7.0681375,29.5687909,0.4,
WISEA J002821.00+181157.1,7.0875293,18.1992114,0.4,
WISEA J002821.49+182128.8,7.0895135,18.3580626,0.4,
J002826.13+001928.2      ,7.1089083,0.324516,0.4,
SDSS J000301.20+160545.3 ,0.7550004,16.0959396,0.4,
WISEA J011208.04-100742.2,18.0335064,-10.1284533,0.4,
WISEA J011210.85-132941.7,18.0452385,-13.4949438,0.4,
WISEA J000303.15-173137.5,0.7631712,-17.527112,0.4,
WISEA J000303.94-162554.5,0.7664399,-16.4318282,0.4,
WISEA J004713.73+311817.2,11.8072237,31.3047859,0.4,
WISEA J002830.08+285202.4,7.1253601,28.8673327,0.4,
J002831.41-132740.4      ,7.1309047,-13.4612288,0.4,
WISEA J004654.48+372607.7,11.7268649,37.4354617,0.4,
J010114.13+280152.7      ,15.3089092,28.0313073,0.4,
WISEA J010117.30+151909.9,15.3220748,15.3194216,0.4,
WISEA J004658.30-155432.6,11.7429672,-15.9090854,0.4,
WISEA J004653.63+125541.1,11.7234686,12.9280972,0.4,
WISEA J003614.83+121510.4,9.0618051,12.2528654,0.4,
WISEA J003614.93+284353.2,9.0621729,28.7315845,0.4,
J003943.37-082454.1      ,9.9307237,-8.4150513,0.4,
WISEA J011433.24-143354.6,18.6385405,-14.5651723,0.4,
WISEA J010538.77+791728.2,16.4115824,79.2911929,0.4,
WISEA J010543.28+173826.3,16.4304141,17.6406487,0.4,
WISEA J010543.60-191343.1,16.4316955,-19.2286354,0.4,
WISEA J010543.88+075951.7,16.432869,7.9977479,0.4,
WISEA J010530.87-210140.9,16.3786725,-21.0280525,0.4,
WISEA J010532.98-263657.0,16.3874365,-26.6158578,0.4,
WISEA J000939.11+444923.8,2.4130594,44.8232564,0.4,
WISEA J003936.27-220609.5,9.9011445,-22.1026487,0.4,
J003938.78-062652.3      ,9.9116179,-6.4478752,0.4,
WISEA J002843.74-021206.3,7.1822796,-2.2017664,0.4,
WISEA J011217.02-205039.1,18.0708948,-20.8442845,0.4,
WISEA J011217.82+112225.2,18.0742886,11.3736634,0.4,
WISEA J011218.48+191434.8,18.0770294,19.2430154,0.4,
WISEA J000257.94-182059.1,0.7414734,-18.3497233,0.4,
WISEA J001409.85-135613.1,3.5410513,-13.9370186,0.4,
WISEA J001410.46-072958.8,3.543607,-7.4996695,0.4,
J001419.65-231309.1      ,3.5818829,-23.2192043,0.4,
WISEA J010117.71+212135.2,15.3237743,21.3597755,0.4,
J010120.19-220303.1      ,15.334156,-22.0508671,0.4,
WISEA J004642.62+293441.6,11.6776981,29.5781952,0.4,
WISEA J002847.68-214031.4,7.198675,-21.6754165,0.4,
WISEA J002849.72-252746.5,7.2071801,-25.4629256,0.4,
WISEA J002851.72+500124.4,7.2153611,50.0234514,0.4,
WISEA J002851.83+332312.9,7.2159947,33.3869192,0.4,
WISEA J004631.28+274829.8,11.6302973,27.8082827,0.4,
WISEA J010131.82-165912.2,15.3826033,-16.9867324,0.4,
WISEA J001358.76-111803.1,3.4948416,-11.3008836,0.4,
WISEA J004631.49+422852.4,11.6312218,42.4812303,0.4,
WISEA J004631.90+420803.2,11.6329177,42.1342477,0.4,
WISEA J004635.09+390817.6,11.6462176,39.1382291,0.4,
SDSS J004636.11+404903.5 ,11.6504841,40.817646,0.4,
WISEA J002856.04+213936.2,7.2335092,21.6600482,0.4,
WISEA J002858.51+454408.0,7.2438184,45.7355931,0.4,
SDSS J002859.40+075121.3 ,7.2475535,7.8559399,0.4,
WISEA J002900.49+312308.8,7.2519279,31.3858143,0.4,
WISEA J004625.45-044536.0,11.6060492,-4.7600231,0.4,
SDSS J004626.70+005115.9 ,11.6112685,0.8544376,0.4,
WISEA J002904.21-240020.9,7.2676304,-24.0057676,0.4,
WISEA J004621.07+421308.0,11.5877698,42.2188876,0.4,
WISEA J004621.14+191905.6,11.5881144,19.318226,0.4,
WISEA J004621.76+010844.8,11.5907393,1.1458318,0.4,
WISEA J000627.89+491500.0,1.6162233,49.2500113,0.4,
3C 032                   ,17.0705556,-16.0726945,0.4,
WISEA J010817.72-075951.6,17.0738727,-7.9976879,0.4,
WISEA J010819.30-241102.1,17.0804132,-24.1839461,0.4,
WISEA J000633.15-133501.1,1.6381618,-13.5836417,0.4,
WISEA J000633.33+323624.8,1.6387446,32.6070817,0.4,
WISEA J000245.04+040123.3,0.687597,4.0231919,0.4,
WISEA J011220.13+075553.9,18.083877,7.9316539,0.4,
WISEA J011221.17-205417.7,18.0883099,-20.9049101,0.4,
WISEA J011228.40+540507.0,18.1183556,54.0852985,0.4,
WISEA J000251.45-124201.6,0.7143952,-12.7004701,0.4,
WISEA J010150.49+284828.3,15.4604113,28.8078707,0.4,
WISEA J001344.13+370302.7,3.4339139,37.050751,0.4,
J001346.09+152231.6      ,3.4420659,15.3754602,0.4,
WISEA J010138.39+303943.7,15.4099683,30.6621829,0.4,
SDSS J010139.95-091300.4 ,15.4164877,-9.2168026,0.4,
WISEA J004616.31-162130.2,11.5679857,-16.3584117,0.4,
WISEA J004617.56-220922.0,11.5731812,-22.1561181,0.4,
SDSS J002914.89-101110.3 ,7.3120705,-10.1862007,0.4,
WISEA J002915.07-143719.8,7.3128054,-14.6221667,0.4,
SDSS J004610.06+042329.6 ,11.5419378,4.3915792,0.4,
WISEA J004610.58-024247.2,11.5440602,-2.7131052,0.4,
WISEA J004611.65-145119.3,11.5485343,-14.8554044,0.4,
J002919.70-061917.5      ,7.3320883,-6.3215365,0.4,
WISEA J002924.15+252224.4,7.3506013,25.3734446,0.4,
WISEA J002928.12+354850.8,7.3672064,35.814114,0.4,
WISEA J002929.22+242521.9,7.3717336,24.4227928,0.4,
WISEA J002929.73+060215.1,7.3739001,6.0375792,0.4,
WISEA J002931.58+453707.9,7.3816322,45.6188465,0.4,
J010152.81-212806.7      ,15.4700524,-21.4685379,0.4,
WISEA J010154.29-075526.3,15.4761538,-7.923955,0.4,
WISEA J010157.72+163940.8,15.4904969,16.6613749,0.4,
WISEA J011229.30+093126.1,18.1220551,9.5239592,0.4,
3HSPJ000236.1-081532     ,0.6502863,-8.2590007,0.4,
J000240.05-024801.9      ,0.6668788,-2.8005455,0.4,
WISEA J002941.64+332456.2,7.4234875,33.4156561,0.4,
J004542.28+203914.0      ,11.4261886,20.6539152,0.4,
SDSS J004536.98-001329.0 ,11.404092,-0.2247473,0.4,
WISEA J004537.15-162035.7,11.4048042,-16.3432566,0.4,
WISEA J004538.47+414814.4,11.4103287,41.8040068,0.4,
SDSS J001327.07+054017.0 ,3.3628259,5.6714072,0.4,
WISEA J001327.14+073554.7,3.3631196,7.5985488,0.4,
WISEA J010807.45+254337.2,17.0310615,25.7269959,0.4,
WISEA J010813.07+125925.1,17.0544662,12.9902983,0.4,
J000641.06-100654.7      ,1.671088,-10.1152162,0.4,
WISEA J000641.32-222611.5,1.6721891,-22.4365481,0.4,
WISEA J002945.60-060711.9,7.4400081,-6.119986,0.4,
J002945.67+262021.7      ,7.4403031,26.3393868,0.4,
WISEA J004532.88-135645.1,11.3870268,-13.9458773,0.4,
WISEA J002952.35+360155.4,7.4681514,36.0320656,0.4,
WISEA J002952.67+355341.7,7.4694281,35.8949682,0.4,
WISEA J011236.50+122502.4,18.1520881,12.4173586,0.4,
WISEA J011237.92-262447.9,18.1579922,-26.413245,0.4,
WISEA J004528.27+482719.7,11.3678202,48.4554899,0.4,
WISEA J003010.30-142211.0,7.5429651,-14.3697268,0.4,
WISEA J001323.07+105957.7,3.3461514,10.9993763,0.4,
WISEA J001323.23+085412.5,3.3468068,8.9034961,0.4,
J010211.19-222014.1      ,15.5466533,-22.3372762,0.4,
WISEA J010219.80+281558.4,15.5825205,28.2662321,0.4,
WISEA J010221.68+243608.8,15.5901092,24.6024024,0.4,
WISEA J010222.77-113547.2,15.5949456,-11.5963738,0.4,
J003602.25+412822.2      ,9.0094114,41.4728572,0.4,
SDSS J003603.36+412934.1 ,9.0140057,41.4928131,0.4,
WISEA J003605.54-132325.3,9.02313,-13.3903896,0.4,
WISEA J000800.81+412702.9,2.0033817,41.4507872,0.4,
SDSS J000800.83+114400.8 ,2.00349,11.7335672,0.4,
WISEA J000805.24+185612.6,2.0218779,18.9368064,0.4,
WISEA J000806.63-184900.0,2.027528,-18.8167894,0.4,
WISEA J000807.02+053539.0,2.0292888,5.5941714,0.4,
WISEA J010708.99+192657.8,16.7874802,19.4494399,0.4,
SDSS J003958.09+004443.1 ,9.9920808,0.7453136,0.4,
J004001.33+064223.2      ,10.0055772,6.7064655,0.4,
J003611.56+453256.4      ,9.0482032,45.5490231,0.4,
WISEA J003612.96+395503.4,9.0540172,39.9176234,0.4,
J003951.29-015710.3      ,9.9637319,-1.9528838,0.4,
WISEA J001313.53+350028.4,3.306384,35.0078927,0.4,
WISEA J001314.43+175928.3,3.3101481,17.991188,0.4,
WISEA J001318.60+084643.2,3.3275085,8.7786217,0.4,
J001320.18+352004.6      ,3.3340926,35.3346346,0.4,
J001320.55-191702.8      ,3.3356591,-19.2841158,0.4,
WISEA J004517.29+161153.1,11.3220812,16.1980971,0.4,
WISEA J004519.54+284323.5,11.3314656,28.7231928,0.4,
WISEA J003014.44-071021.6,7.5600405,-7.1728106,0.4,
J000219.03-255826.8      ,0.5793273,-25.9741285,0.4,
WISEA J000219.67+201300.4,0.5823767,20.2169132,0.4,
WISEA J000228.09-251052.5,0.61705,-25.18125,0.4,
WISEA J000228.12+191314.0,0.6171321,19.2206888,0.4,
WISEA J011242.51+055043.9,18.1771655,5.8455378,0.4,
WISEA J011245.74+740339.7,18.1910169,74.0610104,0.4,
